Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Segment,Region,Product_ID,Product_Category,Product_Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Shipping_Cost,Order_Priority,Unit_Price,Revenue,Sales_Original,Profit_Original,Year,Month,Month_Name,Quarter,Day,Day_of_Week,Day_Name,Week_of_Year,Is_Weekend,Is_Month_Start,Is_Month_End,Discount_Amount,Net_Revenue,Profit_Margin,Profit_Ratio,Delivery_Days,Delivery_Category,Customer_Order_Count,Is_Repeat_Customer,Product_Total_Sales,Product_Avg_Sales,Product_Order_Count,Sales_Category,Season
ORD000019,2022-01-01 18:00:00,2022-01-02 18:00:00,CUST1688,Customer_1363,Consumer,West,PROD0128,Clothing,Tables,Product_475,135.641133717613,8,0.1,11.976562406830608,11.219386082637472,Low,16.955141714701625,135.641133717613,135.641133717613,11.976562406830608,2022,1,January,1,1,5,Saturday,52,1,1,0,13.564113371761302,122.07702034585171,8.82959473913292,0.0882959473913292,1,Same/Next Day,11,1,2259.5395759600287,118.92313557684362,19,High,Winter
ORD000020,2022-01-01 19:00:00,2022-01-02 19:00:00,CUST0131,Customer_1821,Consumer,South,PROD0033,Clothing,Chairs,Product_455,31.570536147601473,2,0.0,-22.343740027396137,6.534472961320871,Medium,15.785268073800736,31.570536147601473,31.570536147601473,-22.343740027396137,2022,1,January,1,1,5,Saturday,52,1,1,0,0.0,31.570536147601473,-70.77402779266285,-0.7077402779266285,1,Same/Next Day,5,1,1286.1504611444132,85.74336407629421,15,Low,Winter
ORD000021,2022-01-01 20:00:00,2022-01-02 20:00:00,CUST1686,Customer_1283,Consumer,West,PROD0157,Clothing,Shirts,Product_412,29.388506496203824,8,0.1,-39.54246517541945,4.043084585556855,Low,3.673563312025478,29.388506496203824,29.388506496203824,-39.54246517541945,2022,1,January,1,1,5,Saturday,52,1,1,0,2.938850649620383,26.44965584658344,-134.550781546273,-1.3455078154627298,1,Same/Next Day,4,1,1792.7847733256497,119.51898488837665,15,Low,Winter
ORD000022,2022-01-01 21:00:00,2022-01-02 21:00:00,CUST1333,Customer_90,Home Office,West,PROD0330,Electronics,Phones,Product_180,35.23876950917392,4,0.0,13.150083465892257,5.388126543385816,Medium,8.80969237729348,35.23876950917392,35.23876950917392,13.150083465892257,2022,1,January,1,1,5,Saturday,52,1,1,0,0.0,35.23876950917392,37.317090378166625,0.3731709037816663,1,Same/Next Day,7,1,1624.9244258523136,85.52233820275335,19,Low,Winter
ORD000023,2022-01-01 22:00:00,2022-01-02 22:00:00,CUST0770,Customer_616,Consumer,Central,PROD0266,Office Supplies,Appliances,Product_460,131.00635902271227,2,0.2,48.069622212245086,5.733866661771097,High,65.50317951135614,131.00635902271227,131.00635902271227,48.069622212245086,2022,1,January,1,1,5,Saturday,52,1,1,0,26.201271804542458,104.80508721816982,36.69258696359263,0.3669258696359263,1,Same/Next Day,8,1,2133.3029686110985,76.18939173611066,28,High,Winter
ORD000024,2022-01-01 23:00:00,2022-01-02 23:00:00,CUST0344,Customer_891,Corporate,East,PROD0204,Electronics,Accessories,Product_106,56.72863403211318,4,0.0,36.10966556174805,5.9468463130143006,Low,14.182158508028294,56.72863403211318,56.72863403211318,36.10966556174805,2022,1,January,1,1,5,Saturday,52,1,1,0,0.0,56.72863403211318,63.65333165136137,0.6365333165136137,1,Same/Next Day,4,1,1703.0995541766351,113.53997027844234,15,Low,Winter
ORD000025,2022-01-02 00:00:00,2022-01-03 00:00:00,CUST1516,Customer_698,Corporate,South,PROD0195,Electronics,Tables,Product_419,84.69823097285308,1,0.1,55.98836605540773,6.402078506153065,Medium,84.69823097285308,84.69823097285308,84.69823097285308,55.98836605540773,2022,1,January,1,2,6,Sunday,52,1,0,0,8.469823097285309,76.22840787556777,66.10334762877486,0.6610334762877486,1,Same/Next Day,6,1,1851.6800043253331,88.17523830120633,21,Medium,Winter
ORD000026,2022-01-02 01:00:00,2022-01-03 01:00:00,CUST1438,Customer_1274,Home Office,Central,PROD0387,Clothing,Tables,Product_322,48.08643492378819,7,0.15,78.38543213811283,3.3310192470991784,Low,6.869490703398313,48.08643492378819,48.08643492378819,78.38543213811283,2022,1,January,1,2,6,Sunday,52,1,0,0,7.212965238568228,40.87346968521996,163.00944801240783,1.6300944801240784,1,Same/Next Day,6,1,2684.6269533886425,134.23134766943213,20,Low,Winter
ORD000027,2022-01-02 02:00:00,2022-01-03 02:00:00,CUST0806,Customer_1279,Consumer,West,PROD0461,Furniture,Binders,Product_410,75.88811202065513,3,0.0,16.28233230131683,2.062098650372223,Medium,25.296037340218376,75.88811202065513,75.88811202065513,16.28233230131683,2022,1,January,1,2,6,Sunday,52,1,0,0,0.0,75.88811202065513,21.455708763561184,0.21455708763561185,1,Same/Next Day,6,1,1503.661781438067,107.40441295986193,14,Medium,Winter
ORD000028,2022-01-02 03:00:00,2022-01-03 03:00:00,CUST0386,Customer_1612,Corporate,South,PROD0109,Clothing,Phones,Product_148,116.468880069144,4,0.0,4.26613389765651,6.826481231872751,Low,29.117220017286,116.468880069144,116.468880069144,4.26613389765651,2022,1,January,1,2,6,Sunday,52,1,0,0,0.0,116.468880069144,3.6628959556611487,0.03662895955661149,1,Same/Next Day,7,1,2011.7942216366678,111.76634564648154,18,High,Winter
ORD000029,2022-01-02 04:00:00,2022-01-03 04:00:00,CUST1216,Customer_898,Corporate,South,PROD0159,Electronics,Chairs,Product_473,153.79636575556796,3,0.0,8.083737826371266,3.053091537970434,Low,51.26545525185599,153.79636575556796,153.79636575556796,8.083737826371266,2022,1,January,1,2,6,Sunday,52,1,0,0,0.0,153.79636575556796,5.256130589729886,0.052561305897298856,1,Same/Next Day,5,1,2005.5802283522842,95.50382039772782,21,Very High,Winter
ORD000030,2022-01-02 05:00:00,2022-01-03 05:00:00,CUST0956,Customer_971,Corporate,West,PROD0283,Clothing,Chairs,Product_190,115.38529979216293,8,0.15,17.230798772400508,3.6133098285681986,Low,14.423162474020366,115.38529979216293,115.38529979216293,17.230798772400508,2022,1,January,1,2,6,Sunday,52,1,0,0,17.30779496882444,98.07750482333849,14.933270358908265,0.14933270358908265,1,Same/Next Day,9,1,2317.611418011044,105.34597354595654,22,High,Winter
ORD000031,2022-01-02 06:00:00,2022-01-03 06:00:00,CUST0277,Customer_1132,Home Office,South,PROD0454,Electronics,Appliances,Product_469,152.67621095394156,3,0.0,31.92654829832348,9.85730911966252,Medium,50.89207031798052,152.67621095394156,152.67621095394156,31.92654829832348,2022,1,January,1,2,6,Sunday,52,1,0,0,0.0,152.67621095394156,20.9112789077238,0.20911278907723801,1,Same/Next Day,9,1,2011.1347190208467,105.8491957379393,19,Very High,Winter
ORD000032,2022-01-02 07:00:00,2022-01-03 07:00:00,CUST1185,Customer_668,Home Office,East,PROD0027,Electronics,Paper,Product_129,62.08819173547943,7,0.2,-12.25515619517478,2.958969931421633,High,8.86974167649706,62.08819173547943,62.08819173547943,-12.25515619517478,2022,1,January,1,2,6,Sunday,52,1,0,0,12.417638347095886,49.67055338838354,-19.738304261439367,-0.19738304261439368,1,Same/Next Day,12,1,2681.4466930998174,116.58463883042684,23,Medium,Winter
ORD000033,2022-01-02 08:00:00,2022-01-03 08:00:00,CUST0460,Customer_594,Consumer,East,PROD0227,Furniture,Paper,Product_348,46.752450751906366,2,0.0,-6.981519057059327,2.8490162476632106,Critical,23.376225375953183,46.752450751906366,46.752450751906366,-6.981519057059327,2022,1,January,1,2,6,Sunday,52,1,0,0,0.0,46.752450751906366,-14.932947780870395,-0.14932947780870395,1,Same/Next Day,9,1,1837.9486708357902,102.10825949087723,18,Low,Winter
ORD000034,2022-01-02 09:00:00,2022-01-03 09:00:00,CUST1338,Customer_589,Consumer,Central,PROD0252,Furniture,Accessories,Product_437,85.62839311476267,9,0.0,13.35644407708084,13.148599935599233,Low,9.514265901640297,85.62839311476267,85.62839311476267,13.35644407708084,2022,1,January,1,2,6,Sunday,52,1,0,0,0.0,85.62839311476267,15.59814868787738,0.1559814868787738,1,Same/Next Day,9,1,3038.164238996226,132.094097347662,23,Medium,Winter
ORD000035,2022-01-02 10:00:00,2022-01-03 10:00:00,CUST0022,Customer_485,Consumer,West,PROD0367,Furniture,Appliances,Product_486,180.81960850847585,6,0.0,46.35550439905827,5.45144905702949,High,30.13660141807931,180.81960850847585,180.81960850847585,46.35550439905827,2022,1,January,1,2,6,Sunday,52,1,0,0,0.0,180.81960850847585,25.636326049718978,0.25636326049718977,1,Same/Next Day,8,1,3336.315252453867,115.04535353289197,29,Very High,Winter
ORD000036,2022-01-02 11:00:00,2022-01-03 11:00:00,CUST0253,Customer_982,Consumer,West,PROD0265,Clothing,Binders,Product_205,90.13631189610857,3,0.0,16.901243094625542,11.026710989164677,Low,30.045437298702854,90.13631189610857,90.13631189610857,16.901243094625542,2022,1,January,1,2,6,Sunday,52,1,0,0,0.0,90.13631189610857,18.75075953196973,0.1875075953196973,1,Same/Next Day,8,1,3017.627407015937,111.7639780376273,27,Medium,Winter
ORD000037,2022-01-02 12:00:00,2022-01-03 12:00:00,CUST0748,Customer_972,Consumer,West,PROD0262,Office Supplies,Phones,Product_30,73.69934945955396,8,0.0,48.55186643727543,8.766736047687578,High,9.212418682444245,73.69934945955396,73.69934945955396,48.55186643727543,2022,1,January,1,2,6,Sunday,52,1,0,0,0.0,73.69934945955396,65.87828358501399,0.6587828358501399,1,Same/Next Day,6,1,2562.67172555393,116.48507843426955,22,Medium,Winter
ORD000038,2022-01-02 13:00:00,2022-01-03 13:00:00,CUST0857,Customer_1282,Consumer,West,PROD0134,Electronics,Chairs,Product_444,157.05438300245012,8,0.15,27.092917552198145,2.791413752776554,Medium,19.631797875306265,157.05438300245012,157.05438300245012,27.092917552198145,2022,1,January,1,2,6,Sunday,52,1,0,0,23.558157450367517,133.4962255520826,17.250659952467217,0.17250659952467218,1,Same/Next Day,4,1,2753.498407788531,98.3392288495904,28,Very High,Winter
ORD000039,2022-01-02 14:00:00,2022-01-03 14:00:00,CUST1585,Customer_639,Consumer,South,PROD0488,Electronics,Paper,Product_10,46.27424194267141,6,0.1,15.635921590995014,7.284856462548552,Low,7.712373657111901,46.27424194267141,46.27424194267141,15.635921590995014,2022,1,January,1,2,6,Sunday,52,1,0,0,4.6274241942671415,41.64681774840427,33.789687166277446,0.33789687166277443,1,Same/Next Day,5,1,2217.1872645969515,85.27643325372891,26,Low,Winter
ORD000040,2022-01-02 15:00:00,2022-01-03 15:00:00,CUST0475,Customer_997,Home Office,Central,PROD0026,Furniture,Phones,Product_109,165.27706131931978,4,0.1,27.833255781818817,3.506619984462067,Low,41.319265329829946,165.27706131931978,165.27706131931978,27.833255781818817,2022,1,January,1,2,6,Sunday,52,1,0,0,16.52770613193198,148.7493551873878,16.840362213389195,0.16840362213389196,1,Same/Next Day,3,1,2718.0682791705995,113.25284496544164,24,Very High,Winter
ORD000041,2022-01-02 16:00:00,2022-01-03 16:00:00,CUST1083,Customer_1927,Consumer,South,PROD0043,Furniture,Binders,Product_150,48.95760098529617,3,0.15,18.42297387285104,5.300773003181014,Low,16.319200328432057,48.95760098529617,48.95760098529617,18.42297387285104,2022,1,January,1,2,6,Sunday,52,1,0,0,7.343640147794424,41.61396083750174,37.63046697975287,0.3763046697975287,1,Same/Next Day,10,1,1993.9004191992144,117.28825995289496,17,Low,Winter
ORD000042,2022-01-02 17:00:00,2022-01-03 17:00:00,CUST0511,Customer_282,Home Office,Central,PROD0019,Office Supplies,Phones,Product_285,103.0294225440736,9,0.0,14.222383225281035,7.155393820258309,Low,11.447713616008178,103.0294225440736,103.0294225440736,14.222383225281035,2022,1,January,1,2,6,Sunday,52,1,0,0,0.0,103.0294225440736,13.804195805520534,0.13804195805520533,1,Same/Next Day,5,1,1419.47610393601,101.39115028114358,14,High,Winter
ORD000043,2022-01-02 18:00:00,2022-01-03 18:00:00,CUST1706,Customer_986,Consumer,East,PROD0016,Electronics,Chairs,Product_325,101.37919964466306,5,0.2,55.09220932312244,7.391303163391243,High,20.275839928932612,101.37919964466306,101.37919964466306,55.09220932312244,2022,1,January,1,2,6,Sunday,52,1,0,0,20.275839928932612,81.10335971573045,54.34271479378627,0.5434271479378627,1,Same/Next Day,5,1,2169.974799708349,98.63521816856132,22,High,Winter
ORD000044,2022-01-02 19:00:00,2022-01-03 19:00:00,CUST1500,Customer_1112,Corporate,East,PROD0105,Office Supplies,Phones,Product_392,158.2910714477098,4,0.2,50.954899473818394,3.931386125603034,Medium,39.57276786192745,158.2910714477098,158.2910714477098,50.954899473818394,2022,1,January,1,2,6,Sunday,52,1,0,0,31.658214289541963,126.63285715816785,32.190634005943245,0.32190634005943247,1,Same/Next Day,5,1,3018.897647698501,137.22262034993184,22,Very High,Winter
ORD000045,2022-01-02 20:00:00,2022-01-03 20:00:00,CUST0700,Customer_1228,Home Office,West,PROD0279,Electronics,Tables,Product_437,142.1601879891685,9,0.2,16.126667545745462,6.041714264824947,High,15.795576443240943,142.1601879891685,142.1601879891685,16.126667545745462,2022,1,January,1,2,6,Sunday,52,1,0,0,28.4320375978337,113.7281503913348,11.344011128470223,0.11344011128470223,1,Same/Next Day,10,1,2414.9798395117036,100.62415997965432,24,High,Winter
ORD000046,2022-01-02 21:00:00,2022-01-03 21:00:00,CUST0976,Customer_16,Consumer,South,PROD0203,Office Supplies,Paper,Product_139,75.4444778250095,7,0.1,12.822890024060706,11.298384026655514,Medium,10.777782546429929,75.4444778250095,75.4444778250095,12.822890024060706,2022,1,January,1,2,6,Sunday,52,1,0,0,7.54444778250095,67.90003004250855,16.99645937480394,0.1699645937480394,1,Same/Next Day,4,1,2575.140486942327,111.96262986705769,23,Medium,Winter
ORD000047,2022-01-02 22:00:00,2022-01-03 22:00:00,CUST1807,Customer_1175,Consumer,East,PROD0208,Office Supplies,Accessories,Product_154,106.10474343925766,3,0.2,55.59704526887719,11.824077986524571,Medium,35.36824781308589,106.10474343925766,106.10474343925766,55.59704526887719,2022,1,January,1,2,6,Sunday,52,1,0,0,21.220948687851532,84.88379475140613,52.39826558810269,0.5239826558810269,1,Same/Next Day,13,1,3189.607757403035,113.9145627643941,28,High,Winter
ORD000048,2022-01-02 23:00:00,2022-01-03 23:00:00,CUST0190,Customer_936,Consumer,East,PROD0413,Electronics,Paper,Product_147,164.27846487579802,6,0.15,14.313994688112649,9.42187037147038,Low,27.379744145966338,164.27846487579802,164.27846487579802,14.313994688112649,2022,1,January,1,2,6,Sunday,52,1,0,0,24.641769731369703,139.63669514442833,8.713250820145342,0.08713250820145342,1,Same/Next Day,7,1,2060.717603607112,121.21868256512423,17,Very High,Winter
ORD000049,2022-01-03 00:00:00,2022-01-04 00:00:00,CUST0958,Customer_254,Consumer,South,PROD0166,Clothing,Phones,Product_403,275.33240624746435,8,0.1,40.846680995792305,3.0113702008933316,Medium,34.41655078093304,275.33240624746435,280.6504029881475,40.846680995792305,2022,1,January,1,3,0,Monday,1,0,0,0,27.533240624746437,247.7991656227179,14.835406246760494,0.14835406246760494,1,Same/Next Day,8,1,2370.449490652309,148.15309316576932,16,Very High,Winter
ORD000050,2022-01-03 01:00:00,2022-01-04 01:00:00,CUST0687,Customer_1212,Home Office,Central,PROD0059,Office Supplies,Tables,Product_414,134.37643911863597,5,0.15,44.03451056981518,9.831303294189526,Medium,26.875287823727195,134.37643911863597,134.37643911863597,44.03451056981518,2022,1,January,1,3,0,Monday,1,0,0,0,20.156465867795394,114.21997325084058,32.76951737866692,0.3276951737866692,1,Same/Next Day,5,1,3105.6844805132314,110.91730287547254,28,High,Winter
ORD000051,2022-01-03 02:00:00,2022-01-04 02:00:00,CUST0958,Customer_329,Home Office,East,PROD0497,Office Supplies,Paper,Product_36,275.33240624746435,2,0.1,52.31647494295693,2.424577003149492,Medium,137.66620312373217,275.33240624746435,278.10968175028466,52.31647494295693,2022,1,January,1,3,0,Monday,1,0,0,0,27.533240624746437,247.7991656227179,19.00120500016105,0.1900120500016105,1,Same/Next Day,8,1,2615.71677359423,100.60449129208577,26,Very High,Winter
ORD000052,2022-01-03 03:00:00,2022-01-04 03:00:00,CUST0563,Customer_544,Consumer,East,PROD0048,Furniture,Chairs,Product_426,58.09335815775668,8,0.0,54.07457067450473,6.968883580156113,High,7.261669769719585,58.09335815775668,58.09335815775668,54.07457067450473,2022,1,January,1,3,0,Monday,1,0,0,0,0.0,58.09335815775668,93.08219113045824,0.9308219113045824,1,Same/Next Day,7,1,1807.307222185959,90.36536110929795,20,Low,Winter
ORD000053,2022-01-03 04:00:00,2022-01-04 04:00:00,CUST1900,Customer_783,Consumer,South,PROD0148,Clothing,Tables,Product_184,97.29568177428123,2,0.25,17.523902953819455,3.205424810754832,Medium,48.64784088714062,97.29568177428123,97.29568177428123,17.523902953819455,2022,1,January,1,3,0,Monday,1,0,0,0,24.32392044357031,72.97176133071093,18.01097708989142,0.1801097708989142,1,Same/Next Day,5,1,1141.7624394823242,103.79658540748402,11,High,Winter
ORD000054,2022-01-03 05:00:00,2022-01-04 05:00:00,CUST1591,Customer_997,Consumer,South,PROD0277,Office Supplies,Binders,Product_265,99.08823690038504,1,0.1,57.783711701746114,3.327251115212288,Low,99.08823690038504,99.08823690038504,99.08823690038504,57.783711701746114,2022,1,January,1,3,0,Monday,1,0,0,0,9.908823690038504,89.17941321034654,58.31541009235737,0.5831541009235737,1,Same/Next Day,8,1,1961.2698012079884,130.75132008053257,15,High,Winter
ORD000055,2022-01-03 06:00:00,2022-01-04 06:00:00,CUST1268,Customer_1421,Consumer,East,PROD0412,Furniture,Paper,Product_135,55.36305271902011,5,0.1,44.34339849629683,3.6574670304388857,Critical,11.072610543804021,55.36305271902011,55.36305271902011,44.34339849629683,2022,1,January,1,3,0,Monday,1,0,0,0,5.536305271902012,49.8267474471181,80.09565281984992,0.8009565281984992,1,Same/Next Day,3,1,2452.5480097078744,116.78800046227973,21,Low,Winter
ORD000056,2022-01-03 07:00:00,2022-01-04 07:00:00,CUST0832,Customer_1541,Corporate,West,PROD0178,Electronics,Shirts,Product_18,113.5527330469548,5,0.1,5.930364638973755,2.820170725809614,Low,22.71054660939096,113.5527330469548,113.5527330469548,5.930364638973755,2022,1,January,1,3,0,Monday,1,0,0,0,11.35527330469548,102.19745974225933,5.222564424337995,0.05222564424337995,1,Same/Next Day,3,1,3239.438007544444,124.59376952094016,26,High,Winter
